Age;Sexe;Nationalité(s);Quartier
66;F;L;VILLE-HAUTE
52;F;UKR;WEIMERSKIRCH
57;F;RL;GASPERICH
34;M;E;GARE
15;F;IND;BELAIR
1;F;IND;KIRCHBERG
23;F;D;GARE
29;F;CDN;GARE
19;M;L, D;BONNEVOIE-SUD
17;M;AFG;BONNEVOIE-NORD/VERLORENKOST
59;M;F;BELAIR
4;M;IND;HOLLERICH
26;F;L, F, NL;BELAIR
47;F;BG;VILLE-HAUTE
26;M;L;BONNEVOIE-SUD
33;M;PHL;MUEHLENBACH
37;M;SRB;DOMMELDANGE
35;F;F;MERL
25;F;F;HOLLERICH
25;F;P;BONNEVOIE-SUD
32;F;IND;ROLLINGERGRUND/BELAIR-NORD
29;M;E;GASPERICH
32;M;L, NEP;CESSANGE
28;M;L, F;GARE
26;M;I;GARE
47;M;B;CENTS
0;M;USA;ROLLINGERGRUND/BELAIR-NORD
14;M;ERY;EICH
55;M;L;LIMPERTSBERG
23;F;P;MERL
4;F;P;NEUDORF/WEIMERSHOF
18;M;F;MERL
44;M;GB;VILLE-HAUTE
1;M;F, GB;BELAIR
85;M;L;GRUND
43;F;IND;BELAIR
35;F;L, TR;NEUDORF/WEIMERSHOF
1;F;F, RM;GARE
24;F;P;HAMM
66;M;L;VILLE-HAUTE
42;F;F;PFAFFENTHAL
26;F;B;GARE
31;F;E;KIRCHBERG
50;M;L;BONNEVOIE-NORD/VERLORENKOST
27;M;IND;HOLLERICH
27;M;SYR;BELAIR
33;M;F;GASPERICH
29;M;L, GB;CENTS
51;M;LTU;NEUDORF/WEIMERSHOF
66;M;F;GARE
63;F;UKR;GARE
3;F;TJ;HOLLERICH
28;M;I;GARE
27;M;E;BELAIR
24;M;I;BELAIR
2;M;UKR;KIRCHBERG
14;M;IND;HOLLERICH
32;M;F;LIMPERTSBERG
27;M;TN;BONNEVOIE-SUD
53;F;BR;DOMMELDANGE
36;F;E;CENTS
27;F;RUS;GARE
5;M;F;VILLE-HAUTE
60;F;L, I;ROLLINGERGRUND/BELAIR-NORD
23;M;F;GARE
12;F;AFG;GASPERICH
27;F;D;BELAIR
25;M;F;BELAIR
25;F;I;PFAFFENTHAL
36;F;TR;MERL
57;F;BR;CESSANGE
50;M;L;BONNEVOIE-SUD
50;M;DK;LIMPERTSBERG
68;F;L;LIMPERTSBERG
19;M;UKR;KIRCHBERG
31;M;PAK;ROLLINGERGRUND/BELAIR-NORD
29;M;I;MERL
44;F;D;LIMPERTSBERG
37;M;I;HOLLERICH
8;M;F;LIMPERTSBERG
76;M;L;MERL
48;F;AFG;GASPERICH
22;M;I;BONNEVOIE-NORD/VERLORENKOST
36;M;LTU;GARE
30;M;IND;WEIMERSKIRCH
27;M;I;BELAIR
33;M;F;LIMPERTSBERG
95;F;L;GRUND
63;M;SYR;GARE
42;F;F;BONNEVOIE-SUD
84;M;L;KIRCHBERG
84;F;L;BONNEVOIE-SUD
34;M;F;GARE
34;F;F;GARE
34;M;BD;BONNEVOIE-NORD/VERLORENKOST
33;M;F;BELAIR
26;M;F;CESSANGE
26;F;P;NEUDORF/WEIMERSHOF
55;F;F;MERL
29;F;F;BONNEVOIE-NORD/VERLORENKOST
54;F;F;LIMPERTSBERG
54;F;TJ;DOMMELDANGE
53;F;L;WEIMERSKIRCH
63;M;D;GARE
54;F;E;LIMPERTSBERG
53;M;BR;EICH
69;M;L;BONNEVOIE-SUD
52;F;L;EICH
53;F;N;LIMPERTSBERG
69;M;L;BEGGEN
11;M;P;BONNEVOIE-SUD
51;M;L;NEUDORF/WEIMERSHOF
53;M;F;BELAIR
39;M;F, GB;BELAIR
39;F;F;BELAIR
37;M;RUS;BEGGEN
69;M;L;ROLLINGERGRUND/BELAIR-NORD
33;M;KOR;GARE
59;F;D;WEIMERSKIRCH
52;M;I;BONNEVOIE-SUD
68;M;GB;NEUDORF/WEIMERSHOF
52;M;GR;BELAIR
52;F;P;HOLLERICH
52;M;F;CESSANGE
51;F;L;DOMMELDANGE
26;F;F;CENTS
73;F;B;LIMPERTSBERG
51;M;P;GARE
51;M;P;BONNEVOIE-SUD
51;F;L;CENTS
50;M;F;GARE
4;M;L;BEGGEN
50;F;E;BELAIR
68;M;P;GARE
67;M;L;PFAFFENTHAL
68;M;I;BONNEVOIE-SUD
50;M;L, I;BELAIR
49;F;L;PFAFFENTHAL
50;M;F;CESSANGE
50;F;P;BELAIR
50;M;P;HOLLERICH
69;M;GR;VILLE-HAUTE
30;M;E;BONNEVOIE-SUD
43;F;L, F;GASPERICH
67;F;P;BONNEVOIE-SUD
66;F;L;GARE
66;F;AL;PFAFFENTHAL
66;M;D;PULVERMUEHL
50;F;F;CENTS
50;F;TR;GARE
2;M;F, BIH;GASPERICH
49;M;F;KIRCHBERG
48;F;L;BONNEVOIE-SUD
66;M;B;BELAIR
48;M;F;LIMPERTSBERG
48;M;P;HOLLERICH
63;F;E;NEUDORF/WEIMERSHOF
61;F;L;HAMM
63;M;F;MERL
62;M;NL;BONNEVOIE-SUD
48;F;L;PFAFFENTHAL
62;F;L;WEIMERSKIRCH
34;M;E;CLAUSEN
62;F;P;GASPERICH
60;M;L;NEUDORF/WEIMERSHOF
62;M;P;DOMMELDANGE
37;M;L;MERL
61;M;P;BONNEVOIE-SUD
61;F;L;CENTS
83;F;L;GARE
61;F;IRL;GARE
41;M;GR;DOMMELDANGE
41;F;J;PULVERMUEHL
14;F;J;LIMPERTSBERG
61;F;L, IR;WEIMERSKIRCH
61;M;B;MUEHLENBACH
31;M;I;MERL
47;M;I;GASPERICH
14;M;L, E, NZ;BELAIR
57;F;F, J;ROLLINGERGRUND/BELAIR-NORD
47;F;B;CESSANGE
40;F;F, DZ;GARE
57;M;B;BELAIR
89;F;L;VILLE-HAUTE
47;F;J;LIMPERTSBERG
60;M;L;MUEHLENBACH
46;F;PL;HOLLERICH
23;M;L, P;BELAIR
41;F;D;CESSANGE
41;M;IRL;CLAUSEN
41;M;I;NEUDORF/WEIMERSHOF
41;M;H;ROLLINGERGRUND/BELAIR-NORD
40;M;GB;HOLLERICH
59;M;L;BONNEVOIE-SUD
59;M;L, I;GASPERICH
59;M;L;BONNEVOIE-NORD/VERLORENKOST
41;F;R;DOMMELDANGE
57;F;L;BONNEVOIE-SUD
58;M;F;BELAIR
59;M;RUS;MERL
58;F;P;BONNEVOIE-NORD/VERLORENKOST
57;F;L;BONNEVOIE-SUD
58;M;P;CESSANGE
58;M;RUS;CENTS
49;M;L;BONNEVOIE-NORD/VERLORENKOST
28;F;TJ;GASPERICH
57;F;L;EICH
58;F;P;HOLLERICH
20;F;L, GB, F;CENTS
59;F;L;LIMPERTSBERG
57;M;L;BELAIR
57;F;F;GASPERICH
56;M;L;BONNEVOIE-NORD/VERLORENKOST
46;M;F;GARE
43;F;P;GARE
31;F;F;BELAIR
46;F;SK;BONNEVOIE-SUD
45;M;L;MERL
45;M;L;CESSANGE
23;M;L;CENTS
50;M;F;NEUDORF/WEIMERSHOF
56;F;L;ROLLINGERGRUND/BELAIR-NORD
55;M;B;ROLLINGERGRUND/BELAIR-NORD
45;F;I;EICH
45;M;F;GARE
99;F;L;VILLE-HAUTE
45;F;BG;GARE
45;M;F;GARE
63;F;F;LIMPERTSBERG
44;M;ZA;BONNEVOIE-SUD
43;F;L;GARE
2;F;L;BEGGEN
23;M;P;ROLLINGERGRUND/BELAIR-NORD
56;M;L;MUEHLENBACH
44;F;I;CENTS
43;M;NL;LIMPERTSBERG
44;F;F;GASPERICH
43;F;F;BONNEVOIE-NORD/VERLORENKOST
43;M;I;HOLLERICH
43;M;P;GASPERICH
43;F;H;GARE
43;F;R;BELAIR
43;F;F;HAMM
42;F;UKR;DOMMELDANGE
38;M;BIH;MERL
41;F;D;CENTS
41;M;E;BONNEVOIE-NORD/VERLORENKOST
41;M;F;LIMPERTSBERG
41;F;F;LIMPERTSBERG
38;F;A;CENTS
8;F;L, BIH;GASPERICH
48;M;I;NEUDORF/WEIMERSHOF
41;M;IND;GARE
41;M;F;MUEHLENBACH
40;M;PHL;GARE
5;M;E;KIRCHBERG
33;M;L;BELAIR
54;M;DK;CESSANGE
40;F;F;BELAIR
40;F;D;BELAIR
21;F;L, P;CESSANGE
54;M;A;ROLLINGERGRUND/BELAIR-NORD
39;F;F;HOLLERICH
39;M;LTU;GASPERICH
39;F;F;BEGGEN
50;F;F;BONNEVOIE-SUD
63;M;F;NEUDORF/WEIMERSHOF
39;M;F;LIMPERTSBERG
39;M;ET;CENTS
25;M;B, DK;BELAIR
38;F;IRL;HOLLERICH
39;F;F;GARE
26;M;L;BELAIR
38;M;F;BELAIR
38;M;F;HOLLERICH
38;M;R;WEIMERSKIRCH
34;F;F;BONNEVOIE-NORD/VERLORENKOST
56;F;D, S;KIRCHBERG
38;F;F;BELAIR
38;M;F;ROLLINGERGRUND/BELAIR-NORD
37;M;D;BONNEVOIE-NORD/VERLORENKOST
38;F;F;PFAFFENTHAL
37;F;E;BEGGEN
37;F;USA;BELAIR
37;F;CZ;LIMPERTSBERG
23;M;F;GASPERICH
64;F;I;LIMPERTSBERG
24;M;F;BEGGEN
53;M;I;MERL
16;M;PL;MUEHLENBACH
49;M;P;BEGGEN
16;F;F;HOLLERICH
41;M;D;HOLLERICH
25;M;P;BONNEVOIE-SUD
24;F;L, SRB;ROLLINGERGRUND/BELAIR-NORD
14;F;F;VILLE-HAUTE
15;F;GR;KIRCHBERG
24;F;L;BELAIR
27;M;L;CLAUSEN
24;M;L, DK;CENTS
62;M;GB;LIMPERTSBERG
41;F;PHL;BELAIR
65;F;L;CENTS
10;F;L;BEGGEN
44;F;L, RUS;KIRCHBERG
61;M;L;HOLLERICH
61;M;B;KIRCHBERG
40;F;P;KIRCHBERG
43;F;TJ;MERL
12;F;L;GASPERICH
26;F;NL;HOLLERICH
25;F;L, I;BONNEVOIE-SUD
25;F;L, P;BONNEVOIE-SUD
25;M;L, P;BONNEVOIE-SUD
51;F;L;KIRCHBERG
37;M;TJ;HOLLERICH
55;F;CV;BONNEVOIE-SUD
13;M;LTU;BELAIR
17;M;L, F;GASPERICH
23;M;L, P;CENTS
8;M;D;BELAIR
74;F;L;GASPERICH
71;M;F;BELAIR
33;F;R;NEUDORF/WEIMERSHOF
6;F;B, F;EICH
39;F;E;GARE
74;M;I;BONNEVOIE-SUD
60;F;D;KIRCHBERG
44;F;R;BELAIR
7;M;B;HAMM
15;F;T;CESSANGE
25;M;F;GARE
72;F;BG;GASPERICH
15;M;L;CENTS
14;M;DK;KIRCHBERG
62;F;BIH;HOLLERICH
37;M;I;MERL
37;F;IRL;HOLLERICH
73;M;P;NEUDORF/WEIMERSHOF
16;F;L, P;GARE
7;F;L;BONNEVOIE-SUD
85;F;D;VILLE-HAUTE
26;F;L;HOLLERICH
13;M;L;CENTS
13;F;L;MUEHLENBACH
36;F;F;LIMPERTSBERG
19;M;L, F;BONNEVOIE-NORD/VERLORENKOST
36;F;I;WEIMERSKIRCH
65;F;P;BONNEVOIE-NORD/VERLORENKOST
36;M;I;CESSANGE
30;F;MA;KIRCHBERG
34;M;L;BELAIR
17;F;J;BELAIR
40;F;TJ;GRUND
7;F;L, E;ROLLINGERGRUND/BELAIR-NORD
35;M;F;BONNEVOIE-SUD
23;F;P;BONNEVOIE-SUD
46;F;L, TR;BELAIR
24;M;F;MERL
79;F;L;HOLLERICH
31;F;D;LIMPERTSBERG
34;M;I;GARE
34;M;GR;EICH
7;F;RUS;KIRCHBERG
34;M;F;LIMPERTSBERG
56;F;F;GARE
33;F;P;CENTS
11;M;PL;ROLLINGERGRUND/BELAIR-NORD
42;F;LTU;LIMPERTSBERG
30;M;F;NEUDORF/WEIMERSHOF
33;F;F;BONNEVOIE-SUD
31;M;L;BONNEVOIE-SUD
47;M;L;BONNEVOIE-NORD/VERLORENKOST
33;M;F;GARE
30;M;IND;BEGGEN
32;M;F;HOLLERICH
19;F;F;LIMPERTSBERG
32;F;F;MUEHLENBACH
44;M;L;BONNEVOIE-NORD/VERLORENKOST
31;F;F;GARE
31;F;I;HOLLERICH
30;M;IRL;BONNEVOIE-SUD
30;M;L;ROLLINGERGRUND/BELAIR-NORD
31;F;NEP;BONNEVOIE-SUD
41;F;I;BONNEVOIE-SUD
24;M;USA;LIMPERTSBERG
61;M;B;MUEHLENBACH
34;M;F;BONNEVOIE-SUD
30;M;L;LIMPERTSBERG
24;M;L, I;CENTS
23;F;L, DK;CENTS
27;M;R;MERL
24;M;L;CESSANGE
23;M;L;HOLLERICH
29;M;EST;GARE
27;M;P;HOLLERICH
26;M;L, FIN;WEIMERSKIRCH
55;F;L;BONNEVOIE-SUD
55;F;L;GASPERICH
24;F;F;BONNEVOIE-NORD/VERLORENKOST
19;F;F;GASPERICH
92;F;L;GARE
23;F;L, F;MERL
23;F;L, P;PFAFFENTHAL
24;F;P;GARE
9;F;P;NEUDORF/WEIMERSHOF
11;M;F;KIRCHBERG
22;F;L, P;EICH
11;M;E;KIRCHBERG
48;F;F;GASPERICH
17;F;PL, USA;LIMPERTSBERG
74;M;P;BONNEVOIE-SUD
18;M;LTU;BONNEVOIE-NORD/VERLORENKOST
17;M;P;NEUDORF/WEIMERSHOF
17;M;L;BEGGEN
24;F;F;ROLLINGERGRUND/BELAIR-NORD
40;F;F;NEUDORF/WEIMERSHOF
97;F;L;HAMM
8;F;D, F;GASPERICH
7;M;L;HOLLERICH
7;M;MS;CESSANGE
7;F;L;GASPERICH
54;F;D;PFAFFENTHAL
66;M;L;GARE
44;M;L;HAMM
33;M;I;ROLLINGERGRUND/BELAIR-NORD
48;M;B;NEUDORF/WEIMERSHOF
10;M;I;HOLLERICH
52;M;L;BONNEVOIE-SUD
31;F;I;EICH
35;M;F;BONNEVOIE-SUD
40;M;IRL;EICH
49;F;L;MERL
14;F;L, MK;EICH
36;F;L, GB;BONNEVOIE-SUD
85;F;L;CENTS
35;F;F;GARE
64;M;L;VILLE-HAUTE
64;F;P;BELAIR
26;F;F;MERL
16;M;IRL, P;NEUDORF/WEIMERSHOF
22;M;L;MERL
40;F;L;LIMPERTSBERG
61;F;I;WEIMERSKIRCH
26;M;P;BONNEVOIE-SUD
14;M;L;NEUDORF/WEIMERSHOF
25;F;L;HOLLERICH
20;M;L, DK;BELAIR
49;F;F;NEUDORF/WEIMERSHOF
9;F;L;MERL
40;F;L;BONNEVOIE-SUD
78;F;L;LIMPERTSBERG
84;M;L;HAMM
16;F;L, P;BONNEVOIE-SUD
25;F;F;LIMPERTSBERG
50;F;S;CESSANGE
32;M;SVN;LIMPERTSBERG
41;M;B;BELAIR
42;M;IND;ROLLINGERGRUND/BELAIR-NORD
71;F;L;BELAIR
42;M;B;MERL
43;F;P;BEGGEN
49;M;L, DK;CENTS
29;F;VN;MERL
28;M;TJ;DOMMELDANGE
48;F;H;BELAIR
68;F;IRL;CENTS
74;M;L;BONNEVOIE-NORD/VERLORENKOST
15;M;F;BONNEVOIE-SUD
90;F;L;VILLE-HAUTE
42;M;F;MERL
6;F;F;BELAIR
79;F;D;PFAFFENTHAL
13;M;EST;WEIMERSKIRCH
7;M;F;NEUDORF/WEIMERSHOF
38;M;IRL;LIMPERTSBERG
74;F;GR;BELAIR
73;F;L;LIMPERTSBERG
73;F;P;BONNEVOIE-SUD
51;M;L, P;CESSANGE
81;M;I;BONNEVOIE-SUD
80;F;L;KIRCHBERG
72;M;L;BELAIR
82;M;D;VILLE-HAUTE
80;F;L;HOLLERICH
76;F;T;GARE
74;F;L;KIRCHBERG
63;F;L;BONNEVOIE-SUD
33;M;F;GARE
76;M;P;HAMM
77;F;L;DOMMELDANGE
75;F;L;LIMPERTSBERG
57;M;L;NEUDORF/WEIMERSHOF
75;F;L;HOLLERICH
28;F;I;NEUDORF/WEIMERSHOF
76;F;L;GASPERICH
81;M;L;LIMPERTSBERG
79;F;L;NEUDORF/WEIMERSHOF
75;F;L;GASPERICH
71;F;L;MERL
12;M;N;NEUDORF/WEIMERSHOF
74;M;L;BONNEVOIE-SUD
41;M;USA;GASPERICH
75;M;L;BONNEVOIE-SUD
71;F;L;BONNEVOIE-SUD
91;F;L;ROLLINGERGRUND/BELAIR-NORD
90;F;L;NEUDORF/WEIMERSHOF
83;F;L;CENTS
79;F;L;KIRCHBERG
80;F;L;HOLLERICH
86;F;P;BONNEVOIE-SUD
84;M;D;NEUDORF/WEIMERSHOF
73;M;USA;NEUDORF/WEIMERSHOF
2;F;D, F;BELAIR
55;F;L, CV;GARE
74;M;B;LIMPERTSBERG
59;F;L;CENTS
38;M;LTU;ROLLINGERGRUND/BELAIR-NORD
78;M;D;ROLLINGERGRUND/BELAIR-NORD
66;F;L;GASPERICH
66;M;L;LIMPERTSBERG
62;F;L;CESSANGE
62;M;L;NEUDORF/WEIMERSHOF
60;F;L, B;MERL
44;F;P;BONNEVOIE-SUD
88;M;L;BONNEVOIE-SUD
80;M;I;GRUND
76;M;L;BELAIR
71;F;L;KIRCHBERG
72;M;L;MERL
67;F;L;CESSANGE
86;F;L;MUEHLENBACH
73;F;L, I;LIMPERTSBERG
72;M;B;NEUDORF/WEIMERSHOF
88;M;F;MUEHLENBACH
67;M;L;BONNEVOIE-SUD
54;F;L;BELAIR
71;M;FIN;NEUDORF/WEIMERSHOF
85;M;L;GARE
77;M;I;GASPERICH
60;M;L;WEIMERSKIRCH
63;M;BG;GARE
54;F;L;BONNEVOIE-SUD
50;F;F;GRUND
93;F;L;GRUND
69;M;L;BONNEVOIE-NORD/VERLORENKOST
70;F;L;CLAUSEN
69;M;P;WEIMERSKIRCH
64;M;NZ;ROLLINGERGRUND/BELAIR-NORD
51;F;R;CESSANGE
69;F;A;BONNEVOIE-SUD
33;F;L;LIMPERTSBERG
70;F;L;DOMMELDANGE
47;F;GB;GARE
79;M;I;CENTS
70;M;F;LIMPERTSBERG
60;M;D;CESSANGE
58;F;L;NEUDORF/WEIMERSHOF
55;F;L;BONNEVOIE-SUD
15;M;E;MUEHLENBACH
56;M;L;NEUDORF/WEIMERSHOF
54;F;L;BELAIR
72;F;L;LIMPERTSBERG
74;M;I;HAMM
86;F;I;GARE
70;F;L;ROLLINGERGRUND/BELAIR-NORD
68;F;L;BONNEVOIE-NORD/VERLORENKOST
70;M;F;CESSANGE
36;M;L, SYR;KIRCHBERG
83;F;L;GASPERICH
83;M;L;CENTS
78;M;E;GARE
50;M;L;BONNEVOIE-SUD
75;M;B;KIRCHBERG
46;F;L;LIMPERTSBERG
48;M;L;CENTS
21;F;L, GR;CENTS
17;F;L;GARE
49;M;L;MUEHLENBACH
32;M;SRB;CENTS
66;M;P;BEGGEN
60;M;PL;GARE
11;F;D, GB;BEGGEN
33;M;F;BEGGEN
59;M;P;HOLLERICH
58;M;P;WEIMERSKIRCH
56;M;F;MERL
89;F;GB;BONNEVOIE-NORD/VERLORENKOST
25;F;FIN;CESSANGE
34;M;IS;KIRCHBERG
51;F;L, BIH;CENTS
63;M;L;CENTS
39;F;GR;WEIMERSKIRCH
58;M;D;MERL
15;F;F;CESSANGE
40;F;L, GB;ROLLINGERGRUND/BELAIR-NORD
46;F;F;VILLE-HAUTE
50;M;P;MERL
10;M;B;NEUDORF/WEIMERSHOF
2;M;RUS;BEGGEN
41;M;DK;HOLLERICH
31;F;CV;BELAIR
35;F;DK;BELAIR
3;F;L;HOLLERICH
59;M;F;HOLLERICH
13;F;L;ROLLINGERGRUND/BELAIR-NORD
12;M;L;MERL
16;M;L, BIH;CENTS
30;M;E;BELAIR
65;M;I;GARE
18;M;L;MERL
33;M;P;BONNEVOIE-NORD/VERLORENKOST
27;F;B;KIRCHBERG
12;M;L, F, I;HOLLERICH
42;F;GB;NEUDORF/WEIMERSHOF
29;F;F;MERL
13;M;B;GASPERICH
10;M;F, SVN;ROLLINGERGRUND/BELAIR-NORD
14;F;L, IRL;CESSANGE
62;M;BG, S;WEIMERSKIRCH
14;F;L;BELAIR
75;F;F;KIRCHBERG
30;M;L;MUEHLENBACH
54;F;GR;HOLLERICH
5;F;B;MERL
41;M;F;BONNEVOIE-SUD
37;F;L;WEIMERSKIRCH
10;F;L;HOLLERICH
27;M;E;CLAUSEN
38;F;SRB;CESSANGE
15;M;L, CZ;BONNEVOIE-NORD/VERLORENKOST
39;F;L;HOLLERICH
31;M;I;CENTS
19;F;F;BELAIR
22;M;GB;KIRCHBERG
37;F;L;BELAIR
96;F;F;KIRCHBERG
49;M;S;BELAIR
67;M;P;NEUDORF/WEIMERSHOF
83;F;L;GRUND
51;F;E;BONNEVOIE-SUD
27;F;L, P;BONNEVOIE-SUD
8;F;P, TN;LIMPERTSBERG
21;M;N;CESSANGE
18;F;L, I;LIMPERTSBERG
56;M;L, GB;NEUDORF/WEIMERSHOF
12;F;F;VILLE-HAUTE
26;F;F;PFAFFENTHAL
42;M;I;LIMPERTSBERG
53;M;I;KIRCHBERG
35;F;E;HOLLERICH
27;F;L, PL;NEUDORF/WEIMERSHOF
32;F;AZE;LIMPERTSBERG
29;F;I;BEGGEN
53;M;B;VILLE-HAUTE
9;F;L;NEUDORF/WEIMERSHOF
52;M;F;EICH
35;M;BR;EICH
62;M;P;BEGGEN
13;M;P;LIMPERTSBERG
2;F;F;BONNEVOIE-SUD
42;F;R;BONNEVOIE-SUD
26;F;L;MERL
26;F;L, GB, F;ROLLINGERGRUND/BELAIR-NORD
8;M;I;CENTS
41;F;I;BEGGEN
39;M;CZ;EICH
8;M;L;ROLLINGERGRUND/BELAIR-NORD
57;F;S;KIRCHBERG
53;F;I;WEIMERSKIRCH
69;F;I;CENTS
30;F;I;CESSANGE
27;M;IRL;NEUDORF/WEIMERSHOF
50;M;P;BONNEVOIE-SUD
6;M;IND;LIMPERTSBERG
20;M;I;MERL
68;M;P;ROLLINGERGRUND/BELAIR-NORD
65;M;B;KIRCHBERG
27;M;F;EICH
50;F;F;GARE
43;M;E;MERL
55;M;P;BONNEVOIE-SUD
51;F;F;LIMPERTSBERG
21;M;I;GARE
42;M;PA;GASPERICH
32;F;F;PFAFFENTHAL
33;F;E;BELAIR
32;F;RUS;BONNEVOIE-SUD
30;M;APA;BELAIR
5;F;F;VILLE-HAUTE
62;F;B;BEGGEN
82;F;L;GRUND
29;M;F;BONNEVOIE-SUD
49;F;F;GARE
63;M;USA;BONNEVOIE-NORD/VERLORENKOST
41;F;BG;BELAIR
42;M;P;GARE
54;M;USA;LIMPERTSBERG
22;F;P;BONNEVOIE-SUD
49;F;P;CESSANGE
21;M;E;MUEHLENBACH
15;M;L, ET;WEIMERSKIRCH
82;F;L;KIRCHBERG
94;M;L;VILLE-HAUTE
11;M;EST;NEUDORF/WEIMERSHOF
31;F;P;GARE
5;M;I;BELAIR
63;M;B;GARE
92;M;F;HOLLERICH
53;F;L, P;HAMM
49;F;BR;BONNEVOIE-SUD
82;M;L;KIRCHBERG
30;F;HRV;GARE
6;F;L;KIRCHBERG
39;F;R;BEGGEN
29;M;FIN;CENTS
38;F;SK;LIMPERTSBERG
33;F;FIN;CLAUSEN
26;F;L;ROLLINGERGRUND/BELAIR-NORD
30;M;GB;LIMPERTSBERG
4;M;L;ROLLINGERGRUND/BELAIR-NORD
72;M;F;MUEHLENBACH
31;F;L, P;GASPERICH
49;M;BG;CENTS
65;F;B;GASPERICH
39;F;L, D;HOLLERICH
24;M;IRL;GARE
30;M;L;BONNEVOIE-SUD
59;M;L;BONNEVOIE-SUD
39;M;E;CLAUSEN
37;M;I;ROLLINGERGRUND/BELAIR-NORD
79;M;L;ROLLINGERGRUND/BELAIR-NORD
64;M;F;VILLE-HAUTE
28;M;L, I;BONNEVOIE-SUD
57;M;F;CLAUSEN
40;F;I;BONNEVOIE-SUD
3;F;F, I;CENTS
4;F;F;ROLLINGERGRUND/BELAIR-NORD
56;F;P;GASPERICH
7;F;CY;MERL
57;M;IL;NEUDORF/WEIMERSHOF
56;M;L;LIMPERTSBERG
60;F;P;ROLLINGERGRUND/BELAIR-NORD
17;M;L;KIRCHBERG
95;F;L;CESSANGE
31;M;L, F;VILLE-HAUTE
59;F;L;CENTS
62;F;GR;CENTS
6;F;TJ;MERL
44;M;L;BEGGEN
76;M;F;KIRCHBERG
49;M;F;CENTS
43;M;L, B;BONNEVOIE-NORD/VERLORENKOST
64;M;L;CESSANGE
29;F;F;ROLLINGERGRUND/BELAIR-NORD
58;M;I;NEUDORF/WEIMERSHOF
74;F;P;CENTS
84;F;L;CENTS
8;M;F;HOLLERICH
55;M;L, MK;EICH
64;M;L, F;HOLLERICH
28;F;F;VILLE-HAUTE
63;F;L, F;BELAIR
51;M;L, GB;BONNEVOIE-SUD
51;F;TJ;HOLLERICH
65;F;P;GARE
86;M;I;GRUND
37;F;LVA;GARE
59;M;P;BONNEVOIE-SUD
59;M;L;BONNEVOIE-NORD/VERLORENKOST
47;F;L;CENTS
28;M;F;LIMPERTSBERG
5;M;I;CENTS
5;M;F;CESSANGE
35;F;HRV;GASPERICH
45;M;D;LIMPERTSBERG
31;M;AUS;CENTS
37;F;L, R;NEUDORF/WEIMERSHOF
36;F;FIN;CENTS
63;M;P;GARE
4;M;F;NEUDORF/WEIMERSHOF
29;M;P;KIRCHBERG
61;F;L;PFAFFENTHAL
60;M;D;BELAIR
48;M;I;BELAIR
89;M;D;LIMPERTSBERG
55;M;F;BELAIR
46;M;E;BELAIR
57;M;F;LIMPERTSBERG
9;M;F;BONNEVOIE-SUD
18;M;L, F;ROLLINGERGRUND/BELAIR-NORD
63;F;P;KIRCHBERG
52;F;B, I;BELAIR
52;M;FIN;BONNEVOIE-SUD
64;M;L;GASPERICH
50;M;L, TR;BELAIR
27;M;RL;GASPERICH
55;M;D;BELAIR
64;M;L, BIH;GASPERICH
28;M;F;BONNEVOIE-SUD
41;M;I;MUEHLENBACH
87;M;H, USA;KIRCHBERG
3;F;L, A, R;LIMPERTSBERG
33;F;I;GASPERICH
36;M;TR;BEGGEN
55;M;IRL;GARE
33;M;BR;ROLLINGERGRUND/BELAIR-NORD
32;M;P;CLAUSEN
20;M;B;CESSANGE
78;F;B;DOMMELDANGE
18;M;F;CENTS
23;F;L, P;EICH
61;M;P;BELAIR
75;F;D;NEUDORF/WEIMERSHOF
36;F;F;ROLLINGERGRUND/BELAIR-NORD
19;M;L, I;KIRCHBERG
38;M;I, BR;GARE
47;M;F;BEGGEN
28;M;F;BONNEVOIE-SUD
5;F;L;BONNEVOIE-SUD
58;F;L, GB;VILLE-HAUTE
22;F;L, P;CENTS
32;F;B;HOLLERICH
21;F;L, F;EICH
29;F;L;GASPERICH
24;M;P;GARE
29;M;E;LIMPERTSBERG
28;F;I;LIMPERTSBERG
62;M;F;ROLLINGERGRUND/BELAIR-NORD
28;M;E;MERL
46;M;GEO;HOLLERICH
30;M;F;GASPERICH
52;F;S;BELAIR
42;M;I;LIMPERTSBERG
59;M;L;BEGGEN
30;M;F;GASPERICH
10;F;TR;KIRCHBERG
20;F;L, BR, USA;CENTS
52;M;USA;VILLE-HAUTE
44;M;R;BONNEVOIE-SUD
81;F;P;GARE
72;F;P;BONNEVOIE-SUD
49;M;SVN;KIRCHBERG
44;M;P;KIRCHBERG
36;M;L;KIRCHBERG
43;M;B;GASPERICH
76;F;B;MERL
59;F;D;NEUDORF/WEIMERSHOF
49;F;P;GARE
80;M;L;MUEHLENBACH
15;M;A, D;BELAIR
57;F;F;VILLE-HAUTE
36;M;F;LIMPERTSBERG
48;M;LVA;CENTS
56;M;F;ROLLINGERGRUND/BELAIR-NORD
38;M;F;GASPERICH
43;M;GR;MUEHLENBACH
41;M;BIH;CENTS
52;M;USA;BELAIR
27;M;P;GRUND
59;M;GB;LIMPERTSBERG
73;F;P;KIRCHBERG
28;F;L;GASPERICH
41;M;F;GASPERICH
32;F;IND;HAMM
39;F;F;ROLLINGERGRUND/BELAIR-NORD
